case_id,start,end,cycle_time_days
173772,2011-10-01 16:39:55.798000+00:00,2011-10-01 16:40:31.075000+00:00,0.0004082986111111111
173775,2011-10-01 16:59:00.006000+00:00,2011-10-03 10:38:04.449000+00:00,1.7354680902777777
173778,2011-10-01 17:49:31.297000+00:00,2011-10-03 09:04:57.761000+00:00,1.635722962962963
173781,2011-10-01 18:10:34.289000+00:00,2011-10-03 09:25:12.137000+00:00,1.6351602777777778
173784,2011-10-01 19:05:56.898000+00:00,2011-11-15 12:50:36.852000+00:00,44.739351319444445
173787,2011-10-01 19:06:01.646000+00:00,2011-10-19 18:51:57.156000+00:00,17.990225810185184
173790,2011-10-01 19:14:15.425000+00:00,2011-10-10 14:22:43.539000+00:00,8.79754761574074
173793,2011-10-01 19:32:46.330000+00:00,2011-10-18 11:25:11.815000+00:00,16.66140607638889
173796,2011-10-01 20:19:11.828000+00:00,2011-10-10 17:23:56.237000+00:00,8.878291770833334
173799,2011-10-01 20:27:34.477000+00:00,2011-10-04 18:30:30.080000+00:00,2.918699108796296
173802,2011-10-01 20:35:21.093000+00:00,2011-10-03 09:07:20.331000+00:00,1.5222134027777778
173805,2011-10-01 21:07:54.696000+00:00,2011-11-03 09:15:16.500000+00:00,32.50511347222222
173808,2011-10-01 21:24:58.958000+00:00,2011-10-01 21:25:39.809000+00:00,0.0004728125
173811,2011-10-01 22:59:29.233000+00:00,2011-11-03 09:15:25.320000+00:00,32.427732488425924
173814,2011-10-01 23:01:43.529000+00:00,2011-10-03 11:15:49.663000+00:00,1.5097932175925926
173817,2011-10-02 00:57:28.742000+00:00,2011-10-11 09:15:48.288000+00:00,9.346059560185186
173820,2011-10-02 01:39:06.969000+00:00,2011-10-02 01:39:50.227000+00:00,0.0005006712962962964
173823,2011-10-02 09:23:29.387000+00:00,2011-10-13 09:36:24.772000+00:00,11.008974363425926
173826,2011-10-02 09:39:10.811000+00:00,2011-10-03 14:39:28.389000+00:00,1.2085367824074074
173829,2011-10-02 09:54:34.096000+00:00,2011-10-03 09:38:50.834000+00:00,0.9890826157407407
173832,2011-10-02 09:54:39.910000+00:00,2011-10-02 09:55:24.609000+00:00,0.000517349537037037
173835,2011-10-02 10:20:29.934000+00:00,2011-10-18 14:12:46.298000+00:00,16.16130050925926
173838,2011-10-02 10:52:41.359000+00:00,2011-10-02 10:53:22.928000+00:00,0.00048112268518518523
173841,2011-10-02 10:57:22.698000+00:00,2011-10-04 13:59:22.298000+00:00,2.1263842592592592
173844,2011-10-02 11:03:26.715000+00:00,2011-10-11 14:57:09.495000+00:00,9.162300694444445
173847,2011-10-02 11:26:19.626000+00:00,2011-10-12 10:52:13.991000+00:00,9.97632366898148
173850,2011-10-02 11:30:23.255000+00:00,2011-10-02 11:31:03.048000+00:00,0.0004605671296296296
173853,2011-10-02 11:33:24.421000+00:00,2011-10-02 11:33:58.511000+00:00,0.00039456018518518524
173856,2011-10-02 11:45:33.566000+00:00,2011-10-03 09:26:39.266000+00:00,0.9035381944444444
173859,2011-10-02 11:47:41.502000+00:00,2011-10-10 16:43:55.321000+00:00,8.205715497685185
173862,2011-10-02 12:04:39.114000+00:00,2011-10-03 09:30:10.505000+00:00,0.8927244328703704
173865,2011-10-02 12:17:02.798000+00:00,2011-10-02 12:17:48.233000+00:00,0.0005258680555555556
173868,2011-10-02 12:24:18.960000+00:00,2011-10-26 08:07:39.743000+00:00,23.82176832175926
173871,2011-10-02 13:05:34.993000+00:00,2011-10-14 10:05:57.381000+00:00,11.875259120370371
173874,2011-10-02 13:10:37.309000+00:00,2011-10-02 13:10:40.672000+00:00,3.892361111111111e-05
173877,2011-10-02 13:21:47.147000+00:00,2011-10-02 13:22:28.724000+00:00,0.0004812152777777778
173880,2011-10-02 13:24:15.505000+00:00,2011-11-04 13:09:47.086000+00:00,32.98994885416666
173883,2011-10-02 13:46:35.860000+00:00,2011-10-02 13:46:38.055000+00:00,2.540509259259259e-05
173886,2011-10-02 13:52:34.123000+00:00,2011-10-02 13:53:12.968000+00:00,0.0004495949074074074
173889,2011-10-02 14:42:12.094000+00:00,2011-10-03 09:36:33.795000+00:00,0.7877511689814815
173892,2011-10-02 14:53:44.931000+00:00,2011-10-02 14:54:21.542000+00:00,0.0004237384259259259
173895,2011-10-02 16:03:10.035000+00:00,2011-10-02 16:03:50.333000+00:00,0.00046641203703703704
173898,2011-10-02 16:05:39.817000+00:00,2011-10-13 20:00:48.827000+00:00,11.163298726851853
173901,2011-10-02 16:12:08.647000+00:00,2011-10-03 09:33:46.747000+00:00,0.7233576388888888
173904,2011-10-02 16:52:36.497000+00:00,2011-10-03 09:35:23.133000+00:00,0.6963731018518519
173907,2011-10-02 16:53:33+00:00,2011-10-02 16:54:13.473000+00:00,0.0004684375
173910,2011-10-02 17:17:43.476000+00:00,2011-10-02 17:18:26.119000+00:00,0.0004935532407407408
173913,2011-10-02 17:18:05.023000+00:00,2011-10-12 16:01:06.251000+00:00,9.94654199074074
173916,2011-10-02 17:45:59.197000+00:00,2011-10-03 11:19:30.719000+00:00,0.7316148379629629
173919,2011-10-02 17:55:10.791000+00:00,2011-10-04 12:04:02.652000+00:00,1.7561557986111112
173922,2011-10-02 17:56:36.477000+00:00,2011-10-02 17:57:17.598000+00:00,0.0004759375
173925,2011-10-02 18:00:06.036000+00:00,2011-10-03 12:23:42.976000+00:00,0.7663997685185185
173928,2011-10-02 18:30:01.576000+00:00,2011-11-29 09:27:33.902000+00:00,57.62329081018519
173931,2011-10-02 19:27:33.681000+00:00,2011-10-02 19:28:11.792000+00:00,0.000441099537037037
173934,2011-10-02 20:05:03.216000+00:00,2011-10-03 09:29:09.034000+00:00,0.5584006712962963
173937,2011-10-02 21:07:34.738000+00:00,2011-11-02 09:15:09.173000+00:00,30.505259664351854
173940,2011-10-02 21:08:02.233000+00:00,2011-10-14 08:30:29.009000+00:00,11.473921018518517
173943,2011-10-02 22:11:52.060000+00:00,2011-11-03 09:15:32.067000+00:00,31.46087971064815
173946,2011-10-02 22:51:17.311000+00:00,2011-11-03 09:15:22.602000+00:00,31.433394571759262
173949,2011-10-02 23:12:15.825000+00:00,2011-10-31 14:34:00.665000+00:00,28.640102314814815
173952,2011-10-02 23:13:39.885000+00:00,2011-10-02 23:14:30.672000+00:00,0.0005878125
173955,2011-10-02 23:15:19.164000+00:00,2011-11-29 15:05:31.239000+00:00,57.65986197916667
173958,2011-10-02 23:18:42.230000+00:00,2011-11-02 09:15:12.217000+00:00,30.41423596064815
173961,2011-10-02 23:19:50.916000+00:00,2011-10-03 09:23:39.793000+00:00,0.41931570601851853
173964,2011-10-02 23:43:30.528000+00:00,2011-10-03 11:33:34.720000+00:00,0.4931040740740741
173979,2011-10-03 08:09:57.959000+00:00,2011-10-11 14:01:53.942000+00:00,8.244397951388889
173982,2011-10-03 09:30:51.798000+00:00,2011-10-10 17:27:04.732000+00:00,7.330705254629629
173985,2011-10-03 09:34:18.391000+00:00,2011-10-13 10:26:10.171000+00:00,10.036015972222222
173988,2011-10-03 09:52:42.796000+00:00,2011-10-10 16:32:20.742000+00:00,7.277522523148148
173991,2011-10-03 10:07:17.625000+00:00,2011-10-03 10:07:55.409000+00:00,0.0004373148148148148
173994,2011-10-03 10:33:48.189000+00:00,2011-10-03 10:34:40.360000+00:00,0.0006038310185185185
173997,2011-10-03 10:38:11.406000+00:00,2011-10-19 10:30:58.154000+00:00,15.994985509259259
174000,2011-10-03 10:39:02.381000+00:00,2011-11-03 09:15:19.801000+00:00,30.941868287037035
174003,2011-10-03 10:58:38.241000+00:00,2011-10-03 10:59:21.490000+00:00,0.0005005671296296297
174006,2011-10-03 10:59:25.078000+00:00,2011-10-03 12:10:48.757000+00:00,0.04957961805555556
174009,2011-10-03 11:00:00.545000+00:00,2011-10-13 09:35:30.287000+00:00,9.941316458333333
174012,2011-10-03 11:06:41.562000+00:00,2011-10-18 17:35:56.219000+00:00,15.270308530092592
174015,2011-10-03 11:19:52.727000+00:00,2011-10-03 12:12:57.433000+00:00,0.03686002314814815
174018,2011-10-03 11:21:10.598000+00:00,2011-10-17 11:35:07.156000+00:00,14.009682384259259
174021,2011-10-03 11:33:52.835000+00:00,2011-10-03 12:14:47.575000+00:00,0.02841134259259259
174024,2011-10-03 11:48:34.346000+00:00,2011-10-03 14:46:01.705000+00:00,0.12323332175925926
174027,2011-10-03 11:52:28.134000+00:00,2011-10-03 12:18:16.319000+00:00,0.01791880787037037
174030,2011-10-03 11:55:53.417000+00:00,2011-11-04 17:47:06.073000+00:00,32.24389648148148
174033,2011-10-03 12:01:34.104000+00:00,2011-10-03 12:02:19.021000+00:00,0.0005198726851851852
174036,2011-10-03 12:02:51.303000+00:00,2011-10-18 11:06:58.665000+00:00,14.961196319444444
174039,2011-10-03 12:09:32.998000+00:00,2011-10-27 10:01:40.713000+00:00,23.911200405092593
174042,2011-10-03 12:10:17.985000+00:00,2011-10-11 16:43:18.224000+00:00,8.189586099537037
174045,2011-10-03 12:15:14.680000+00:00,2011-10-18 10:10:42.116000+00:00,14.91351199074074
174048,2011-10-03 12:25:48.444000+00:00,2011-10-03 12:27:54.163000+00:00,0.0014550810185185185
174051,2011-10-03 12:27:32.920000+00:00,2011-10-03 13:29:33.453000+00:00,0.043061724537037036
174054,2011-10-03 12:35:21.256000+00:00,2011-10-03 12:36:00.186000+00:00,0.0004505787037037037
174057,2011-10-03 12:47:46.582000+00:00,2011-10-03 12:48:19.446000+00:00,0.0003803703703703703
174060,2011-10-03 12:55:00.597000+00:00,2011-12-13 09:44:26.229000+00:00,70.86765777777778
174063,2011-10-03 12:59:32.674000+00:00,2011-10-03 13:00:16.462000+00:00,0.0005068055555555555
174066,2011-10-03 13:01:28.216000+00:00,2011-10-03 13:02:25.348000+00:00,0.0006612499999999999
174069,2011-10-03 13:05:44.225000+00:00,2011-10-13 16:28:42.653000+00:00,10.140954027777777
174072,2011-10-03 13:18:01.581000+00:00,2011-10-03 13:37:16.769000+00:00,0.013370231481481483
174075,2011-10-03 13:22:34.340000+00:00,2011-10-03 13:31:16.409000+00:00,0.006042465277777778
174078,2011-10-03 13:23:45.900000+00:00,2011-10-17 20:11:25.836000+00:00,14.283101111111112
174081,2011-10-03 13:26:11.439000+00:00,2011-10-03 13:26:50.838000+00:00,0.00045600694444444443
174084,2011-10-03 13:26:26.927000+00:00,2011-10-04 10:17:33.032000+00:00,0.8688206597222222
174087,2011-10-03 13:46:48.075000+00:00,2011-10-11 11:49:21.838000+00:00,7.918446331018519
174090,2011-10-03 13:50:01.312000+00:00,2011-11-03 09:15:06.105000+00:00,30.809083252314817
174093,2011-10-03 13:54:15.910000+00:00,2011-11-03 09:15:29.299000+00:00,30.80640496527778
174096,2011-10-03 14:10:56.279000+00:00,2011-10-21 10:36:36.038000+00:00,17.851154618055556
174099,2011-10-03 14:17:13.044000+00:00,2011-10-26 12:55:24.118000+00:00,22.943183726851853
174102,2011-10-03 14:22:13.947000+00:00,2011-10-03 16:16:41.014000+00:00,0.07947994212962962
174105,2011-10-03 14:24:26.607000+00:00,2011-10-03 14:46:56.208000+00:00,0.015620381944444445
174108,2011-10-03 14:31:34.141000+00:00,2011-10-03 14:32:15.401000+00:00,0.0004775462962962963
174111,2011-10-03 14:49:07.819000+00:00,2011-10-03 16:39:40.746000+00:00,0.07676998842592592
174114,2011-10-03 14:54:54.511000+00:00,2011-10-03 15:01:32.579000+00:00,0.004607268518518518
174117,2011-10-03 15:14:36.133000+00:00,2011-10-03 15:18:44.611000+00:00,0.002875902777777778
174120,2011-10-03 15:33:26.135000+00:00,2011-10-03 17:02:58.001000+00:00,0.062174375
174123,2011-10-03 16:15:28.356000+00:00,2011-10-03 16:20:21.600000+00:00,0.003394027777777778
174126,2011-10-03 16:21:35.947000+00:00,2011-10-03 16:27:40.672000+00:00,0.004221354166666667
174129,2011-10-03 16:35:06.773000+00:00,2011-10-03 16:46:14.419000+00:00,0.0077273842592592585
174132,2011-10-03 16:37:06.797000+00:00,2011-11-07 14:21:56.230000+00:00,34.90612769675926
174135,2011-10-03 16:38:31.557000+00:00,2011-10-03 16:44:37.852000+00:00,0.004239525462962963
174138,2011-10-03 16:43:26.043000+00:00,2011-10-04 09:58:05.176000+00:00,0.7185084837962963
174141,2011-10-03 16:59:27.009000+00:00,2011-10-14 17:08:32.713000+00:00,11.006316018518518
174144,2011-10-03 17:00:30.443000+00:00,2011-10-14 18:40:21.913000+00:00,11.069345717592592
174147,2011-10-03 17:01:05.208000+00:00,2011-11-03 09:15:08.789000+00:00,30.676430335648146
174150,2011-10-03 17:29:01.764000+00:00,2011-11-03 09:15:11.077000+00:00,30.657052233796296
174153,2011-10-03 17:44:16.829000+00:00,2011-10-17 14:23:02.079000+00:00,13.860245949074073
174156,2011-10-03 17:47:40.647000+00:00,2011-10-03 17:48:22.560000+00:00,0.0004851041666666666
174159,2011-10-03 17:58:26.991000+00:00,2011-11-04 09:06:42.711000+00:00,31.630737500000002
174162,2011-10-03 18:07:45.221000+00:00,2011-10-03 18:19:01.619000+00:00,0.007828680555555556
174165,2011-10-03 18:12:27.506000+00:00,2011-10-03 18:13:08.715000+00:00,0.00047695601851851854
174168,2011-10-03 18:22:09.147000+00:00,2011-10-13 18:21:11.781000+00:00,9.999336041666666
174171,2011-10-03 18:35:13.600000+00:00,2011-10-03 18:36:01.730000+00:00,0.0005570601851851852
174174,2011-10-03 18:45:47.788000+00:00,2011-10-03 18:46:25.230000+00:00,0.0004333564814814815
174177,2011-10-03 18:50:20.917000+00:00,2011-11-03 09:15:13.257000+00:00,30.600605787037036
174180,2011-10-03 18:51:38.608000+00:00,2011-10-14 10:03:46.462000+00:00,10.63342423611111
174183,2011-10-03 19:15:09.341000+00:00,2011-10-03 19:15:58.626000+00:00,0.0005704282407407407
174186,2011-10-03 19:17:45.154000+00:00,2011-10-03 20:46:27.991000+00:00,0.06160690972222223
174189,2011-10-03 19:27:36.572000+00:00,2011-10-03 19:28:09.362000+00:00,0.00037951388888888887
174192,2011-10-03 19:30:21.246000+00:00,2011-10-03 19:31:13.185000+00:00,0.0006011458333333333
174195,2011-10-03 19:32:45.026000+00:00,2011-10-03 20:52:59.826000+00:00,0.055726851851851854
174198,2011-10-03 19:33:25.154000+00:00,2011-10-04 14:55:38.801000+00:00,0.8071023958333333
174201,2011-10-03 19:34:18.768000+00:00,2011-10-04 16:59:32.197000+00:00,0.8925165393518519
174204,2011-10-03 19:37:51.638000+00:00,2011-10-03 19:56:21.394000+00:00,0.01284439814814815
174207,2011-10-03 19:45:53.179000+00:00,2011-10-04 18:20:33.172000+00:00,0.9407406597222222
174210,2011-10-03 19:47:24.100000+00:00,2011-10-03 19:47:26.605000+00:00,2.8993055555555553e-05
174213,2011-10-03 19:55:30.411000+00:00,2011-10-05 18:41:01.852000+00:00,1.9482805671296295
174216,2011-10-03 19:58:04.065000+00:00,2011-10-26 09:46:29.061000+00:00,22.575289305555557
174219,2011-10-03 19:59:01.757000+00:00,2011-10-03 20:14:08.176000+00:00,0.010490960648148149
174222,2011-10-03 20:08:29.705000+00:00,2011-10-03 20:09:23.842000+00:00,0.0006265856481481481
174225,2011-10-03 20:08:34.472000+00:00,2011-10-03 20:09:31.205000+00:00,0.0006566319444444444
174228,2011-10-03 20:10:32.044000+00:00,2011-10-03 20:15:35.841000+00:00,0.0035161689814814817
174231,2011-10-03 20:10:41.221000+00:00,2011-10-11 20:44:01.663000+00:00,8.02315326388889
174234,2011-10-03 20:18:50.837000+00:00,2011-10-03 20:26:39.511000+00:00,0.005424467592592593
174237,2011-10-03 20:25:07.831000+00:00,2011-11-03 15:01:24.912000+00:00,30.775197696759257
174240,2011-10-03 20:26:10.208000+00:00,2011-10-03 20:34:45.010000+00:00,0.005958356481481482
174243,2011-10-03 20:39:00.599000+00:00,2011-10-04 12:13:34.086000+00:00,0.6489986921296297
174246,2011-10-03 20:43:04.557000+00:00,2011-10-03 20:48:10.477000+00:00,0.003540740740740741
174249,2011-10-03 20:53:03.071000+00:00,2011-10-13 20:45:51.381000+00:00,9.995003587962964
174252,2011-10-03 20:59:10.326000+00:00,2011-10-18 16:05:54.805000+00:00,14.796348136574075
174255,2011-10-03 20:59:23.114000+00:00,2011-10-13 14:02:25.806000+00:00,9.710447824074075
174258,2011-10-03 21:00:28.173000+00:00,2011-10-04 12:53:00.641000+00:00,0.6614868981481482
174261,2011-10-03 21:03:04.908000+00:00,2011-10-18 09:44:45.240000+00:00,14.528939027777778
174264,2011-10-03 21:03:33.112000+00:00,2011-11-10 11:04:27.280000+00:00,37.58396027777778
174267,2011-10-03 21:10:53.005000+00:00,2011-10-03 21:11:35.734000+00:00,0.0004945486111111111
174270,2011-10-03 21:17:09.458000+00:00,2011-10-25 15:00:50.880000+00:00,21.73867386574074
174273,2011-10-03 21:18:52.493000+00:00,2011-10-04 09:08:28.616000+00:00,0.49277920138888887
174276,2011-10-03 21:19:56.055000+00:00,2011-10-03 21:20:01.722000+00:00,6.559027777777778e-05
174279,2011-10-03 22:04:06.130000+00:00,2011-10-11 18:10:47.168000+00:00,7.837974976851851
174282,2011-10-03 22:48:48.829000+00:00,2011-10-04 09:09:26.264000+00:00,0.4309888310185185
174285,2011-10-03 22:59:48.324000+00:00,2011-10-13 12:51:18.069000+00:00,9.577427604166667
174288,2011-10-03 23:23:17.739000+00:00,2011-10-04 11:24:12.943000+00:00,0.5006389351851852
174291,2011-10-03 23:31:43.141000+00:00,2011-10-19 19:32:45.208000+00:00,15.834051701388889
174294,2011-10-03 23:33:35.571000+00:00,2011-11-04 09:15:11.497000+00:00,31.40388803240741
174297,2011-10-03 23:47:56.656000+00:00,2011-10-04 12:56:17.562000+00:00,0.5474641898148148
174300,2011-10-04 01:35:22.134000+00:00,2011-10-04 09:07:38.865000+00:00,0.3140825347222222
174303,2011-10-04 01:40:44.557000+00:00,2011-10-04 13:38:15.562000+00:00,0.4982755208333333
174319,2011-10-04 06:38:49.120000+00:00,2011-10-14 09:42:37.453000+00:00,10.127642743055555
174322,2011-10-04 08:30:53.745000+00:00,2011-11-04 09:15:15.229000+00:00,31.030804212962966
174325,2011-10-04 08:50:41.940000+00:00,2011-10-11 10:13:42.072000+00:00,7.057640416666667
174328,2011-10-04 08:59:17.307000+00:00,2011-10-04 08:59:58.144000+00:00,0.000472650462962963
174331,2011-10-04 09:15:32.331000+00:00,2011-10-04 09:26:35.596000+00:00,0.007676678240740741
174334,2011-10-04 09:31:17.619000+00:00,2011-10-10 15:03:14.647000+00:00,6.230521157407408
174337,2011-10-04 10:04:38.573000+00:00,2011-10-07 14:24:44.925000+00:00,3.180629074074074
174340,2011-10-04 10:09:42.404000+00:00,2011-10-04 10:10:20.937000+00:00,0.0004459837962962963
174343,2011-10-04 10:17:53.166000+00:00,2011-10-21 10:37:12.707000+00:00,17.013420613425925
174346,2011-10-04 10:40:24.800000+00:00,2011-10-04 10:46:18.031000+00:00,0.004088321759259259
174349,2011-10-04 10:42:14.732000+00:00,2011-10-24 14:58:02.506000+00:00,20.17763627314815
174352,2011-10-04 11:20:03.569000+00:00,2011-10-04 11:38:51.280000+00:00,0.013052210648148148
174355,2011-10-04 11:31:48.491000+00:00,2011-10-04 11:39:14.068000+00:00,0.005157141203703704
174358,2011-10-04 11:34:32.396000+00:00,2011-11-07 11:34:25.355000+00:00,33.99991850694444
174361,2011-10-04 11:46:10.433000+00:00,2011-10-04 20:36:57.819000+00:00,0.3686040046296296
174364,2011-10-04 11:47:28.904000+00:00,2011-10-04 11:57:18.855000+00:00,0.006828136574074074
174367,2011-10-04 11:53:46.151000+00:00,2011-10-20 20:03:53.657000+00:00,16.34036465277778
174370,2011-10-04 12:18:24.122000+00:00,2011-10-04 12:18:55.345000+00:00,0.0003613773148148148
174373,2011-10-04 12:26:56.966000+00:00,2011-10-04 12:27:31.304000+00:00,0.00039743055555555555
174376,2011-10-04 12:54:54.707000+00:00,2011-10-04 15:24:03.304000+00:00,0.10357172453703703
174379,2011-10-04 13:09:13.263000+00:00,2011-10-15 12:36:25.145000+00:00,10.977220856481482
174382,2011-10-04 13:11:45.190000+00:00,2011-10-12 10:10:12.888000+00:00,7.873931689814815
174385,2011-10-04 13:28:34.155000+00:00,2011-10-12 09:12:20.713000+00:00,7.822066643518518
174388,2011-10-04 13:35:05.938000+00:00,2011-10-11 15:58:01.620000+00:00,7.099255578703704
174391,2011-10-04 13:38:28.689000+00:00,2011-10-04 13:39:24.229000+00:00,0.0006428240740740741
174394,2011-10-04 13:48:21.435000+00:00,2011-10-13 08:48:10.389000+00:00,8.791538819444444
174397,2011-10-04 13:49:31.787000+00:00,2011-10-21 09:21:02.759000+00:00,16.813552916666666
174400,2011-10-04 13:57:21.960000+00:00,2011-10-04 14:31:15.407000+00:00,0.023535266203703702
174403,2011-10-04 13:57:47.188000+00:00,2011-10-26 15:01:31.849000+00:00,22.04426690972222
174406,2011-10-04 14:03:40.025000+00:00,2011-11-04 09:15:18.476000+00:00,30.799750590277778
174409,2011-10-04 14:06:12.500000+00:00,2011-10-14 09:22:29.372000+00:00,9.802973055555555
174412,2011-10-04 14:16:42.520000+00:00,2011-10-04 14:17:30.643000+00:00,0.0005569791666666667
174415,2011-10-04 14:26:44.050000+00:00,2011-10-19 11:07:00.447000+00:00,14.861300891203705
174418,2011-10-04 14:30:20.085000+00:00,2011-10-27 11:23:37.080000+00:00,22.87033559027778
174421,2011-10-04 14:34:17.240000+00:00,2011-10-04 15:22:42.453000+00:00,0.033625150462962966
174424,2011-10-04 14:36:20.235000+00:00,2011-10-17 11:27:15.749000+00:00,12.868698078703703
174427,2011-10-04 14:40:34.389000+00:00,2011-10-04 14:41:07.897000+00:00,0.0003878240740740741
174430,2011-10-04 14:55:27.823000+00:00,2011-10-14 15:52:33.483000+00:00,10.039648842592593
174433,2011-10-04 15:02:02.519000+00:00,2011-10-04 16:25:28.528000+00:00,0.05793991898148148
174436,2011-10-04 15:20:41.976000+00:00,2011-10-28 20:14:27.599000+00:00,24.204000266203703
174439,2011-10-04 15:31:27.240000+00:00,2011-10-04 15:32:14.260000+00:00,0.000544212962962963
174442,2011-10-04 15:46:37.565000+00:00,2011-10-04 16:04:18.663000+00:00,0.012281226851851852
174445,2011-10-04 16:10:03.773000+00:00,2011-10-06 13:18:41.995000+00:00,1.880997939814815
174448,2011-10-04 16:11:46.449000+00:00,2011-10-12 12:06:01.254000+00:00,7.829338020833334
174451,2011-10-04 16:12:48.787000+00:00,2011-10-04 19:04:02.957000+00:00,0.11891400462962963
174454,2011-10-04 16:20:50.918000+00:00,2011-10-04 16:21:43.312000+00:00,0.000606412037037037
174457,2011-10-04 16:53:24.148000+00:00,2011-11-04 09:15:07.261000+00:00,30.681748993055553
174460,2011-10-04 16:55:35.172000+00:00,2011-10-04 16:56:08.806000+00:00,0.0003892824074074074
174463,2011-10-04 16:57:48.979000+00:00,2011-10-18 09:13:44.698000+00:00,13.677728229166668
174466,2011-10-04 17:13:53.780000+00:00,2011-10-04 17:15:26.386000+00:00,0.0010718287037037037
174469,2011-10-04 17:22:46.985000+00:00,2011-10-14 14:32:56.111000+00:00,9.882050069444444
174472,2011-10-04 17:31:01.440000+00:00,2011-10-04 18:05:53.714000+00:00,0.024216134259259257
174475,2011-10-04 17:36:34.190000+00:00,2011-10-05 09:46:30.622000+00:00,0.6735698148148148
174478,2011-10-04 18:16:59.829000+00:00,2011-10-21 13:32:05.673000+00:00,16.802150972222222
174481,2011-10-04 18:28:39.615000+00:00,2011-10-12 14:23:47.731000+00:00,7.829955046296297
174484,2011-10-04 18:34:48.685000+00:00,2011-10-05 11:00:01.464000+00:00,0.6841756828703704
174487,2011-10-04 19:08:01.566000+00:00,2011-10-11 12:12:23.313000+00:00,6.7113628125
174490,2011-10-04 19:15:11.455000+00:00,2011-10-05 18:44:09.229000+00:00,0.9784464583333334
174493,2011-10-04 19:21:32.230000+00:00,2011-11-04 09:15:21.234000+00:00,30.57903939814815
174496,2011-10-04 19:36:15.971000+00:00,2011-10-04 19:46:16.287000+00:00,0.006948101851851852
174499,2011-10-04 20:00:44.850000+00:00,2011-10-04 20:09:11.593000+00:00,0.005865081018518519
174502,2011-10-04 20:02:18.955000+00:00,2011-11-10 14:50:14.114000+00:00,36.78327730324074
174505,2011-10-04 20:24:46.122000+00:00,2011-10-17 15:19:54.309000+00:00,12.788289201388888
174508,2011-10-04 20:26:10.025000+00:00,2011-10-21 13:46:55.473000+00:00,16.722748240740742
174511,2011-10-04 20:47:30.486000+00:00,2011-11-25 14:38:13.686000+00:00,51.74355555555556
174514,2011-10-04 20:49:57.667000+00:00,2011-10-04 20:50:34.289000+00:00,0.0004238657407407407
174517,2011-10-04 21:09:50.738000+00:00,2011-11-12 09:15:26.645000+00:00,38.503887812500004
174520,2011-10-04 21:14:13.426000+00:00,2011-10-04 21:14:54.369000+00:00,0.0004738773148148148
